id,label
jet_877,0.015366713
jet_4950,0.2590296
jet_2484,0.4244421
jet_2288,0.26224598
jet_811,0.016234744
jet_248,0.014450819
jet_3298,0.031666502
jet_106,0.013796837
jet_279,0.8189394
jet_1281,0.03241051
jet_2822,0.011616422
jet_4159,0.8058673
jet_5025,0.86285484
jet_3970,0.83194244
jet_333,0.01004386
jet_3064,0.011214954
jet_501,0.01776419
jet_2092,0.011350062
jet_3253,0.015049328
jet_1477,0.014392627
jet_4449,0.67715096
jet_2547,0.015299594
jet_2841,0.13603668
jet_1158,0.015017435
jet_4668,0.8423332
jet_859,0.013849684
jet_2686,0.30163783
jet_4479,0.81444305
jet_3570,0.81463504
jet_1335,0.010875334
jet_3686,0.85672647
jet_2445,0.012797239
jet_2536,0.020049134
jet_2083,0.011396282
jet_1807,0.03644531
jet_2584,0.11366892
jet_3630,0.7091094
jet_4119,0.63682
jet_296,0.011888073
jet_2100,0.025813492
jet_1784,0.015889015
jet_2394,0.01808647
jet_393,0.023777286
jet_1569,0.012880233
jet_681,0.021578247
jet_2722,0.01494406
jet_2357,0.01580496
jet_3924,0.88609004
jet_2329,0.44245806
jet_3347,0.9155537
jet_2895,0.013442115
jet_79,0.020210851
jet_742,0.02433551
jet_2653,0.011708973
jet_199,0.06912556
jet_4543,0.8243362
jet_5010,0.47727773
jet_429,0.017856337
jet_3558,0.7806859
jet_4853,0.8778548
jet_179,0.02303558
jet_65,0.32039592
jet_4281,0.89064556
jet_4860,0.87052196
jet_764,0.01688639
jet_2589,0.014641164
jet_5023,0.5155499
jet_4322,0.7201243
jet_881,0.012489117
jet_1168,0.05300942
jet_4506,0.68898904
jet_3040,0.79866654
jet_2170,0.02510622
jet_3737,0.7004709
jet_1912,0.01563288
jet_29,0.031176165
jet_584,0.09656952
jet_472,0.010271571
jet_491,0.01447648
jet_2974,0.022050148
jet_2121,0.017285654
jet_2877,0.031887792
jet_553,0.8255266
jet_798,0.019182943
jet_1170,0.018396497
jet_724,0.0113133015
jet_2487,0.05482692
jet_1212,0.0530007
jet_1433,0.015636439
jet_3197,0.02516298
jet_1181,0.01771852
jet_23,0.6933079
jet_2259,0.013717022
jet_3988,0.8622732
jet_168,0.10607403
jet_3605,0.7999367
jet_1592,0.8549083
jet_2986,0.025815943
jet_4564,0.82606286
jet_4221,0.8417041
jet_227,0.5275471
jet_1420,0.038786232
jet_4195,0.837433
jet_2746,0.041435562
jet_1532,0.50071937
jet_3916,0.7395277
jet_4325,0.9355988
jet_842,0.029264526
jet_1305,0.009491543
jet_240,0.8594218
jet_84,0.008452552
jet_3164,0.1901619
jet_807,0.249227
jet_4776,0.8608147
jet_2750,0.015321404
jet_1360,0.020613303
jet_705,0.030618522
jet_3912,0.6788911
jet_927,0.019479085
jet_746,0.041435562
jet_2459,0.013045237
jet_157,0.01478711
jet_1330,0.65549755
jet_3257,0.015210769
jet_1270,0.022147622
jet_4398,0.8292661
jet_2992,0.31892213
jet_1038,0.031330578
jet_4981,0.3507273
jet_3447,0.46895096
jet_763,0.011729838
jet_1444,0.012789097
jet_3805,0.8541413
jet_1593,0.014917732
jet_1041,0.014854645
jet_1103,0.011462707
jet_2119,0.25648695
jet_4231,0.7806616
jet_1626,0.035258044
jet_3543,0.83450294
jet_3918,0.80406684
jet_2859,0.019390324
jet_3958,0.041435562
jet_4154,0.66561997
jet_2520,0.011201468
jet_4952,0.8206208
jet_4621,0.8785082
jet_3683,0.88421595
jet_3909,0.81664085
jet_1144,0.011569263
jet_4064,0.8233605
jet_4969,0.8288806
jet_1620,0.017735424
jet_4588,0.9319298
jet_1192,0.016328787
jet_1101,0.041435562
jet_1978,0.0110052265
jet_4212,0.8563192
jet_422,0.80824006
jet_589,0.01685071
jet_2497,0.011558015
jet_2104,0.019351583
jet_657,0.5443986
jet_2697,0.013245362
jet_4050,0.83067083
jet_4256,0.8618778
jet_4882,0.7479235
jet_426,0.009411633
jet_4280,0.85159045
jet_4819,0.8632807
jet_2907,0.0113537805
jet_3184,0.012132926
jet_1769,0.035762537
